SalesHistory
Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DealNumber,ContractDate,DeliveryDate,DealStatus,Comments,InventoryType,StockNumber,VIN,VehicleMake,VehicleModel,VehicleModelYear,VehicleSalePrice,TotalGrossProfit,BackEndGrossProfit,FrontEndGrossProfit,APR,ContractTerm,MonthlyPayment,BuyerID,BuyerBirthDate,BuyerHomeAddressCity,BuyerHomeAddressState,BuyerHomeAddressPostalCode,SalesPersonID,SalesPerson2ID,Trade1_StockNumber,Trade1_VIN,Trade1_Year,Trade1_Make,Trade1_Model,Trade2_VIN,Trade2_Year,Trade2_Make,Trade2_Model
22253,10/31/16 0:00,10/31/16 0:00,F,,N,S656,JTJBM7FX8G5149230,Lexus,GX 460,2016,56419.69,1957.69,200,1757.69,2.9,36,671.03,25587,,South Bend,IN,466289292,8684,,,,,,,,,,
22264,10/14/16 0:00,10/14/16 0:00,F,,U,S626A,2T2BK1BA6FC334722,Lexus,RX 350,2015,41995,4809.19,0,4809.19,,,,16289,9/18/51 0:00,South Bend,IN,466146476,8684,,,JTEBU5JR2G5302096,2016,Toyota,4Runner,,,,
22265,10/15/16 0:00,10/15/16 0:00,F,,U,S581A,JTJHW31U682050855,Lexus,RX 400h,2008,12000,3364.95,0,3364.95,,,,25561,,South Bend,IN,466372142,6908,,,,,,,,,,
22267,10/25/16 0:00,10/25/16 0:00,F,,N,S655,JTJBARBZ8G2089334,Lexus,NX 200t,2016,39896.34,-340.66,200,-540.66,2.9,48,400.94,25578,,Portage,MI,490248179,2876,,,,,,,,,,
22270,10/15/16 0:00,10/15/16 0:00,F,,U,L1684,2T2BK1BA7FC288561,Lexus,RX 350,2015,39495,2794.19,0,2794.19,,,,15730,,Niles,MI,491209527,2876,,,,,,,,,,
22275,10/20/16 0:00,10/20/16 0:00,F,,N,S652,JTHCM1D24G5013929,Lexus,IS 300,2016,45908,1172.81,380.79,792.02,2.9,36,538.96,11404,10/7/68 0:00,South Bend,IN,466145678,2876,,,,,,,,,,
22277,10/17/16 0:00,10/17/16 0:00,F,,U,S481C,1G1ND52F35M179927,Chevrolet,Classic,2005,3000,1292,0,1292,,,,25568,,Mishawaka,IN,465445321,8684,,,,,,,,,,
22279,10/19/16 0:00,10/19/16 0:00,F,,N,R511,JTHKD5BHXF2230492,Lexus,CT 200h,2015,25366.9,699.36,200,499.36,2.9,36,299.07,22315,,Mishawaka,IN,465445889,2995,,,,,,,,,,
22280,10/21/16 0:00,10/21/16 0:00,F,,N,S618,JTJBM7FX9G5148622,Lexus,GX 460,2016,56269,2391.46,511.46,1880,2.9,36,685.58,25584,,Mishawaka,IN,46545,2876,,,,,,,,,,
22281,10/17/16 0:00,10/17/16 0:00,F,,U,S499B,JTHBA30G740012820,Lexus,ES 330,2004,6295,2639.75,0,2639.75,,,,25570,,Sn Luis Obisp,CA,934051147,8684,,,,,,,,,,
22283,10/19/16 0:00,10/19/16 0:00,F,,U,L1688,2T2BK1BA7BC093862,Lexus,RX 350,2011,23995,4090.7,692.83,3397.87,3.85,48,389.92,13549,1/7/39 0:00,Bristol,IN,465078776,8684,,,2T2BK1BA8AC011555,2010,Lexus,RX 350,JTHKD5BH4C2054115,2012,Lexus,CT 200h
22285,10/19/16 0:00,10/19/16 0:00,F,,U,L1657A,4M2EU48E68UJ03696,Mercury,Mountaineer,2008,9495,1927.55,516.18,1411.37,6.6,60,202.47,18859,,Mishawaka,IN,46544,2876,,,,,,,,,,
22286,10/24/16 0:00,10/24/16 0:00,F,,U,L1699,2T2BK1BA7DC206132,Lexus,RX 350,2013,32995,3853.49,0,3853.49,,,,14365,,Mishawaka,IN,465455336,8684,,,,,,,,,,
2229,3/8/07 0:00,3/8/07 0:00,F,,N,CCH112,2T2HK31U88C049699,Lexus,RX 350,2008,40664,3181.88,613.87,2841.01,0.00258,48,608.02,641718,,Mishawaka,IN,465445700,9884,,,,,,,,,,
22295,10/20/16 0:00,10/20/16 0:00,F,,N,R450,JTHKD5BH8F2225906,Lexus,CT 200h,2015,22500,-550.12,0,-550.12,,,,25582,,Chicago,IL,606166039,6908,,,,,,,,,,
22301,10/26/16 0:00,10/26/16 0:00,F,,N,S643,2T2BZMCA4GC042872,Lexus,RX 350,2016,52947,495,150,345,0.9,60,391.8,25583,,Crown Point,IN,463072686,8684,,,JTEES42A482080640,2008,Toyota,Highlander,,,,
22302,10/31/16 0:00,10/31/16 0:00,F,,N,S658,2T2BZMCA8GC053549,Lexus,RX 350,2016,52462.44,241.72,200,41.72,2.9,36,496.26,15261,,Mishawaka,IN,465454071,8684,,,,,,,,,,
22304,10/22/16 0:00,10/22/16 0:00,F,,N,S654,2T2BZMCA0GC040715,Lexus,RX 350,2016,48457.71,-270.29,403,-673.29,,,,464094,10/26/46 0:00,Elkhart,IN,465148887,2876,,,,,,,,,,
22305,10/22/16 0:00,10/22/16 0:00,F,,N,T131,2T2BZMCA7HC062020,Lexus,RX 350,2017,59644.63,2225.63,0,2225.63,,,,21221,,Elkhart,IN,465148657,2995,8684,,2T2BK1BA9DC206942,2013,Lexus,RX 350,,,,
22306,10/22/16 0:00,10/22/16 0:00,F,,U,L1696,1C4PJMDS7EW100468,Jeep,Cherokee,2014,21795,2563.98,0,2563.98,,,,25585,,South Bend,IN,466371385,6908,,,,,,,,,,
22310,10/22/16 0:00,10/22/16 0:00,F,,U,S592A,2T2BK1BA0CC142210,Lexus,RX 350,2012,26496.26,2210.23,0,2210.23,,,,25588,,South Bend,IN,466375643,2876,,,,,,,,,,
22315,10/28/16 0:00,10/28/16 0:00,F,,N,S583,58ABK1GG2GU028403,Lexus,ES 350,2016,39860.16,309.15,200,109.15,2.9,36,428.97,25593,,Warsaw,IN,465805818,2995,,,,,,,,,,
22322,10/25/16 0:00,10/25/16 0:00,F,,N,S653,2T2BZMCA8GC052899,Lexus,RX 350,2016,49363,849,0,849,,,,5744532918,,Leesburg,IN,465389169,2876,,,,,,,,,,
22324,11/16/16 0:00,11/16/16 0:00,F,,U,S494A,4T1BK36BX7U244461,Toyota,Avalon,2007,9930.35,3575.07,260.37,3314.7,15.7,60,234.34,25652,,Houston,TX,77090,2876,,,,,,,,,,
22325,10/31/16 0:00,10/31/16 0:00,F,,N,S657,2T2BZMCA5GC035347,Lexus,RX 350,2016,50500,-842,0,-842,,,,25601,,Granger,IN,465304843,2876,,,JF1SG65668H728767,2008,Subaru,Forester,,,,
22327,10/29/16 0:00,10/29/16 0:00,F,,N,S651,JTJHY7AXXG4216891,Lexus,LX 570,2016,88500,2764,695,2069,,,,595547,,Mishawaka,IN,465456869,2876,,,,,,,,,,
22332,10/31/16 0:00,10/31/16 0:00,F,,N,T138,JTJHY7AX2H4226655,Lexus,LX 570,2017,99814.84,7821.84,200,7457.84,2.9,36,1401.87,22279,,Bristol,IN,465078783,2876,,,,,,,,,,
22333,10/31/16 0:00,10/31/16 0:00,F,,U,L1687,JTJBARBZ8F2026149,Lexus,NX 200t,2015,35495,3865.68,773.21,3092.47,2.7,60,459.69,25602,,New Buffalo,MI,491171290,2995,,,,,,,,,,
22334,10/31/16 0:00,10/31/16 0:00,F,,N,S660,2T2BZMCAXGC046036,Lexus,RX 350,2016,51931.56,1892.75,200,1692.75,2.9,36,246.73,20345,,South Bend,IN,466153558,2995,,,,,,,,,,
22336,10/31/16 0:00,10/31/16 0:00,F,,U,L1701,2T2BK1BA6EC244291,Lexus,RX 350,2014,35995,4948.4,0,4948.4,,,,18993,,South Bend,IN,466142905,8684,,,,,,,,,,
22338,10/31/16 0:00,10/31/16 0:00,F,,N,S613,JTHCZ1BL9GA004230,Lexus,GS 350,2016,58000,2202,250,1952,0.9,72,851.28,DEPEAL,,Berrien Springs,MI,491039789,2995,,,,,,,,,,
22339,10/31/16 0:00,10/31/16 0:00,F,,N,S659,JTJBARBZ2G2091869,Lexus,NX 200t,2016,40590,459,0,459,,,,25607,,Niles,MI,491207713,2876,,,,,,,,,,
22340,11/3/16 0:00,11/3/16 0:00,F,,U,S519A,JTJHY7AX8B4076087,Lexus,LX 570,2011,39000,833.73,0,833.73,,,,25608,,Bow Mar,CO,801231536,2995,,,,,,,,,,
22346,11/2/16 0:00,11/2/16 0:00,F,,U,L1683,2T2HK31U19C113700,Lexus,RX 350,2009,15700,3024.52,0,3024.52,,,,16961,,South Bend,IN,466374610,2876,8684,,,,,,,,,
22356,11/4/16 0:00,11/4/16 0:00,F,,U,L1688AA,JTHKD5BH4C2054115,Lexus,CT 200h,2012,14495,4678.07,725.68,3952.39,4.15,60,268.27,22837,,Vandalia,MI,490958765,6908,,,,,,,,,,
22357,11/15/16 0:00,11/15/16 0:00,F,,N,S662,JTHKD5BH9G2253084,Lexus,CT 200h,2016,34394,1086,0,1086,,,,25624,,South Bend,IN,466171948,8684,,,,,,,,,,
22358,11/25/16 0:00,11/25/16 0:00,F,,N,T147,JTJBZMCA9H2015197,Lexus,RX 350,2017,54610.59,2421.73,200,2221.73,2.9,48,652.34,16835,2/1/68 0:00,South Bend,IN,466141551,2876,,,,,,,,,,
22361,11/5/16 0:00,11/5/16 0:00,F,,U,L1709,JTHCF5C23C5057725,Lexus,IS 250,2012,24695,4855.93,0,4855.93,,,,22365,,Mishawaka,IN,465451296,6908,,,JTDDR32T720141067,2002,Toyota,Celica,,,,
22364,11/8/16 0:00,11/8/16 0:00,F,,N,S648,58ABK1GG5GU033420,Lexus,ES 350,2016,40459,1391,403,988,,,,540776,,Granger,IN,465307513,2876,,,,,,,,,,
22367,11/7/16 0:00,11/7/16 0:00,F,,U,L1708,2LMHJ5AT5ABJ17823,LINCOLN,MKT,2010,11500,2606.88,0,2606.88,,,,25633,,Mishawaka,IN,46545,6908,,,,,,,,,,
22368,11/30/16 0:00,11/30/16 0:00,F,,N,T173,JTJHY7AX1H4228557,Lexus,LX 570,2017,109267,936,200,736,2.9,36,1735.55,21917,,New Carlisle,IN,46552,2876,,,,,,,,,,
22373,11/11/16 0:00,11/11/16 0:00,F,,N,T135,2T2BZMCA6HC062204,Lexus,RX 350,2017,52138,1436,250,1186,0.9,60,658.01,25643,,Cassopolis,MI,49031,8684,,,1J4RR5GT1BC608115,2011,Jeep,Grand Cherokee,,,,
22387,11/9/16 0:00,11/9/16 0:00,F,,U,L1695,JTHBK1GG1F2207455,Lexus,ES 350,2015,32495,1863.96,0,1863.96,,,,945588,,Mishawaka,IN,465451522,2995,,,,,,,,,,
22389,11/18/16 0:00,11/18/16 0:00,F,,U,S481B,1GMDX03E32D177167,Pontiac,Montana,2002,2851.4,1158.4,0,1158.4,,,,25661,,Fort Wayne,IN,468063458,2876,,,,,,,,,,
22393,11/12/16 0:00,11/12/16 0:00,F,,N,T116,2T2BZMCA2HC058246,Lexus,RX 350,2017,53308,2030,250,1780,0.9,60,634.36,25644,,Bristol,IN,46507,2876,,,,,,,,,,
22402,11/15/16 0:00,11/15/16 0:00,F,,N,S547,JTHCE1D22G5012601,Lexus,IS 350,2016,44221,-2710,200,-2910,2.9,24,427.16,888000,11/14/52 0:00,Niles,MI,491201309,2876,,,,,,,,,,
22404,12/23/16 0:00,12/23/16 0:00,F,,N,T151,2T2BZMCA3HC064959,Lexus,RX 350,2017,56413.68,2496.82,492.14,1758.91,2.9,36,730.63,21917,,New Carlisle,IN,46552,2876,,,,,,,,,,
22416,11/16/16 0:00,11/16/16 0:00,F,,,S373,2T2BGMCA1GC004165,Lexus,RX 450h,2016,53000,684.3,0,684.3,,,,19927,,Granger,IN,465308323,8684,6908,,JTJBC1BA9C2433849,2012,Lexus,RX 450h,,,,
22420,11/21/16 0:00,11/21/16 0:00,F,,U,L1698,JTJBC1BA0D2054885,Lexus,RX 450h,2013,32895,3526.7,901.42,2625.28,4.35,60,678.6,11834,12/19/67 0:00,Jones,MI,490619747,2995,,,JTJBC1BA6B2423701,2011,Lexus,RX 450h,,,,
22421,11/19/16 0:00,11/19/16 0:00,F,,N,T171,2T2BZMCA2HC058389,Lexus,RX 350,2017,53300,2118.04,467.04,1651,2.9,36,716.84,197949,2/11/56 0:00,Granger,IN,465305903,2876,,,,,,,,,,
22428,11/18/16 0:00,11/18/16 0:00,F,,U,L1705,5NPDH4AE8CH102603,Hyundai,Elantra,2012,11995,3139.21,599.18,2540.03,4.15,60,221.5,25660,,South Bend,IN,466375054,6908,,,,,,,,,,
22431,11/28/16 0:00,11/28/16 0:00,F,,U,S487B,5J6RM4H71EL037384,Honda,CR-V,2014,23360,1541.06,910.83,630.23,3.45,60,330.98,25685,,South Bend,IN,46619,6908,,,1NXBU4EE8AZ384866,2010,Toyota,Corolla,,,,
22432,11/19/16 0:00,11/19/16 0:00,F,,U,L1677A,1G1125S32EU125965,Chevrolet,Impala,2014,17495,4098.52,1355,2743.52,4.95,60,404.64,21787,,South Bend,IN,466162147,2876,,,,,,,,,,
22434,11/28/16 0:00,11/28/16 0:00,F,,N,T168,2T2BZMCA8HC066626,Lexus,RX 350,2017,53500,1841,250,1591,0.9,60,620.82,300225,,Bremen,IN,465069383,8684,,,,,,,,,,
22439,11/21/16 0:00,11/21/16 0:00,F,,N,S627,JTJBARBZ4G2093753,Lexus,NX 200t,2016,43445.06,2008.72,200,1808.72,2.9,48,586.92,22023,,South Bend,IN,466146044,6908,,,,,,,,,,
22442,11/21/16 0:00,11/21/16 0:00,F,,U,L1715,2T2BK1BA7AC008016,Lexus,RX 350,2010,20495,4638.69,0,4638.69,,,,101451,,South Bend,IN,46635,2995,,,JT6HF10U8Y0126877,2000,Lexus,RX 300,,,,
22444,11/28/16 0:00,11/28/16 0:00,F,,N,T167,2T2BZMCA8HC065444,Lexus,RX 350,2017,54152,2435.21,451.21,1984,2.9,36,598.19,22720,,Chesterton,IN,463049607,2876,,,,,,,,,,
22456,11/30/16 0:00,11/30/16 0:00,F,,N,T178,JTHBW1GG8H2135192,Lexus,ES 300h,2017,46588.55,384.55,700,-315.45,,,,100295,,Granger,IN,465304508,6908,,,,,,,,,,
22458,11/29/16 0:00,11/29/16 0:00,F,,N,T177,JTJBARBZ3H2098749,Lexus,NX 200t,2017,43976.84,1039.84,200,839.84,2.9,36,580.75,25681,,Elkhart,IN,465146305,2876,8684,,,,,,,,,
22460,11/25/16 0:00,11/25/16 0:00,F,,U,S584A,JTHBK1GGXD2031289,Lexus,ES 350,2013,24995,6055.97,1500,4555.97,,,,25682,,South Bend,IN,466281431,2995,,,,,,,,,,
22462,11/25/16 0:00,11/25/16 0:00,F,,U,L1714,2T2BK1BA4AC079044,Lexus,RX 350,2010,20495,6470,1365,5105,15.45,60,559.19,25680,,Benton Harbor,MI,490227010,6908,,,,,,,,,,
22464,11/28/16 0:00,11/28/16 0:00,F,,N,T130,2T2BGMCAXHC009589,Lexus,RX 450h,2017,60715,966,200,766,0.9,60,494.47,25683,,Crown Point,IN,46307,6908,,,,,,,,,,
22466,11/28/16 0:00,11/28/16 0:00,F,,N,T128,2T2BZMCAXHC058706,Lexus,RX 350,2017,53000,1380,0,1380,,,,104864,,Goshen,IN,465265429,2876,,,,,,,,,,
22468,11/30/16 0:00,11/30/16 0:00,F,,N,T183,JTJBARBZ4H2096881,Lexus,NX 200t,2017,46500,840.16,200,640.16,2.9,48,635.64,12790,5/4/43 0:00,Lakeside,MI,491165108,2876,,,,,,,,,,
22480,12/17/16 0:00,12/17/16 0:00,F,,N,T190,JTJBARBZ0H2098126,Lexus,NX 200t,2017,41887,1211,200,1011,2.9,36,545.98,25707,,Battle Creek,MI,490171703,8684,,,,,,,,,,
22487,11/29/16 0:00,11/29/16 0:00,F,,U,L1623,JTJHY7AX7E4142892,Lexus,LX 570,2014,59683,-3623.35,2853.32,-6476.67,4.45,60,816.17,565688,12/6/60 0:00,Elkhart,IN,465144566,2876,,,JTJBM7FX5A5011359,2010,Lexus,GX 460,,,,
22488,12/5/16 0:00,12/5/16 0:00,F,,U,S631A,5FNYF28507B026719,Honda,Pilot,2007,8995,3157.01,0,3157.01,8.45,36,116.2,25699,,Grand Rapids,MI,495086211,2995,,,,,,,,,,
22491,12/2/16 0:00,12/2/16 0:00,F,,N,T184,2T2BZMCA3HC066288,Lexus,RX 350,2017,58270.79,120.79,250,-129.21,1.9,72,919.38,25702,,Granger,IN,46530,2876,,,,,,,,,,
22495,11/29/16 0:00,11/29/16 0:00,F,,N,T180,2T2BZMCA5HC067586,Lexus,RX 350,2017,53854,1895,200,1695,0.9,60,549.23,25693,,Warsaw,IN,46582,6908,,,JTEEW44A182008490,2008,Toyota,Highlander Hybrid,,,,
22499,11/30/16 0:00,11/30/16 0:00,F,,U,L1719,2T2BK1BA5FC299056,Lexus,RX 350,2015,38995,6600.26,574.18,6026.08,3.45,36,336.24,19989,,Niles,MI,491207665,6908,,,,,,,,,,
22505,11/30/16 0:00,11/30/16 0:00,F,,N,T161,JTJBM7FX2H5156238,Lexus,GX 460,2017,57000,1921,0,1921,,,,25703,,Granger,IN,465308256,8684,,,,,,,,,,
22510,11/30/16 0:00,11/30/16 0:00,F,,U,S373A,JTJBC1BA9C2433849,Lexus,RX 450h,2012,28495,3356.4,0,3356.4,,,,17023,12/1/69 0:00,South Bend,IN,466149154,2876,,,,,,,,,,
22515,12/8/16 0:00,12/8/16 0:00,F,,U,S638A,2T2BK1BA1BC094862,Lexus,RX 350,2011,18795,3289.92,0,3289.92,,,,100016,,Elkhart,IN,465144196,6908,,,,,,,,,,
22516,12/1/16 0:00,12/1/16 0:00,F,,U,L1709A,JTDDR32T720141067,Toyota,Celica,2002,3795,1665.79,0,1665.79,,,,25714,,Mishawaka,IN,465450939,8684,,,,,,,,,,
22519,12/8/16 0:00,12/8/16 0:00,F,,U,L1712,4T1BF1FK0DU297061,Toyota,Camry,2013,14500,206.67,0,206.67,7.5,60,311.26,25734,,Farmingtn Hls,MI,483363538,8684,,,,,,,,,,
22527,12/6/16 0:00,12/6/16 0:00,F,,U,S591A,JTJBARBZ7F2021038,Lexus,NX 200t,2015,33700,760.85,0,760.85,,,,25723,,South Bend,IN,46614,8684,,,,,,,,,,
22533,12/6/16 0:00,12/6/16 0:00,F,,N,S644,JTHCM1D26G5014371,Lexus,IS 300,2016,45500,424,250,174,0.9,72,669.54,25725,,Dowagiac,MI,49047,9679,,,,,,,,,,
22534,12/8/16 0:00,12/8/16 0:00,F,,U,S657A,JF1SG65668H728767,Subaru,Forester,2008,6000,1533.19,0,1533.19,15.45,36,194.28,665240,,Lawrenceburg,TN,38464,2876,,,,,,,,,,
22537,12/8/16 0:00,12/8/16 0:00,F,,N,S521,JTHSE5BCXG5006964,Lexus,RC 350,2016,47500,972,0,972,,,,595547,,Mishawaka,IN,465456869,2876,,,,,,,,,,
22540,12/8/16 0:00,12/8/16 0:00,F,,U,L1715A,JT6HF10U8Y0126877,Lexus,RX 300,2000,3995,2555,0,2555,,,,25727,,Niles,MI,49120,8684,,,,,,,,,,
22541,12/7/16 0:00,12/7/16 0:00,F,,N,T199,JTJBM7FX6H5152581,Lexus,GX 460,2017,57200,748,0,748,,,,25730,,Mishawaka,IN,46544,6908,,,,,,,,,,
22542,12/7/16 0:00,12/7/16 0:00,F,,U,T108A,2T2BK1BA3AC028649,Lexus,RX 350,2010,18000,1861.72,100,1761.72,16.45,60,472.22,25737,,Kalamazoo,MI,490091530,6908,,,,,,,,,,
22544,12/16/16 0:00,12/16/16 0:00,F,,N,T172,2T2BZMCA3HC067389,Lexus,RX 350,2017,75641,3155.84,1037.2,2118.64,2.9,36,954.73,25234,,Niles,MI,491205946,8684,,,,,,,,,,
22546,12/14/16 0:00,12/14/16 0:00,F,,N,T226,JTJHY7AX8H4231701,Lexus,LX 570,2017,143763,3871.08,471.39,3399.69,2.9,36,1778.2,25234,,Niles,MI,491205946,8684,,,,,,,,,,
22550,12/12/16 0:00,12/12/16 0:00,F,,N,T219,JTHKD5BH4H2291453,Lexus,CT 200h,2017,33100,-670,200,-870,2.9,36,360.56,25740,,Crown Point,IN,463078221,6908,,,,,,,,,,
22558,12/8/16 0:00,12/8/16 0:00,F,,U,S364B,JT8BF28G4Y0245141,Lexus,ES 300,2000,1520.59,659.95,0,659.95,,,,17099,,Madison,AL,357578701,2876,,,,,,,,,,
22559,12/9/16 0:00,12/9/16 0:00,F,,N,T189,JTJBM7FX0H5156626,Lexus,GX 460,2017,57403.14,1216.14,200,1016.14,2.9,48,660.38,25741,,Sturgis,MI,49091,8684,,,,,,,,,,
2256,3/13/07 0:00,3/13/07 0:00,F,,N,CCG534,2T2HK31U77C046579,Lexus,RX 350,2007,36500,1407,-200,1607,,1,38740.25,103435,,Stevensville,MI,491278460,5283,,,,,,,,,,
22566,12/20/16 0:00,12/20/16 0:00,F,,N,T221,58ABK1GG5HU036464,Lexus,ES 350,2017,48045,173,0,173,,,,11519,,South Haven,MI,490909487,8684,,,,,,,,,,
22568,12/28/16 0:00,12/28/16 0:00,F,,N,T229,JTHKD5BH7H2290992,Lexus,CT 200h,2017,32552,-415,200,-615,2.9,36,291.39,21700,,Granger,IN,465308394,2876,,,,,,,,,,
22569,12/10/16 0:00,12/10/16 0:00,F,,N,S645,2T2BZMCA2GC051652,Lexus,RX 350,2016,47000,2047.43,657.43,1390,3.6,60,488.83,422590,,New Buffalo,MI,491179061,2995,,,2T2HK31U08C076931,2008,Lexus,RX 350,,,,
22573,12/12/16 0:00,12/12/16 0:00,F,,U,L1726,JTJHY7AXXG4199803,Lexus,LX 570,2016,81000,6716.81,0,6716.81,,,,25748,,Granger,IN,465307857,6908,,,2C4RC1GG1CR207997,2012,Chrysler,Town & Country,,,,
22575,12/13/16 0:00,12/13/16 0:00,F,,N,T222,2T2BZMCA5HC071914,Lexus,RX 350,2017,51575,-200,200,-400,0.9,48,555.08,18739,9/27/68 0:00,La Porte,IN,463507957,2876,,,JTJBM7FX5A5016853,2010,Lexus,GX 460,,,,
22581,12/15/16 0:00,12/15/16 0:00,F,,U,L1698A,JTJBC1BA6B2423701,Lexus,RX 450h,2011,20000,11068.15,100,10968.15,5.3,60,215.73,11420,,Stevensville,MI,491271320,8684,,,,,,,,,,
22582,12/13/16 0:00,12/13/16 0:00,F,,U,S192A,JTJBC1BA5A2027404,Lexus,RX 450h,2010,19750,5856.99,1054.2,4802.79,,,,17123,,Berrien Springs,MI,491039615,9679,,,,,,,,,,
22583,12/17/16 0:00,12/17/16 0:00,F,,U,L1716,JTJBM7FXXE5078996,Lexus,GX 460,2014,42342.06,3905.76,0,3905.76,,,,25752,,South Bend,IN,46624,2876,,,JTJBT20X470126779,2007,Lexus,GX 470,,,,
22585,12/15/16 0:00,12/15/16 0:00,F,,N,T181,2T2BZMCA8HC068635,Lexus,RX 350,2017,53103.2,1888,693.8,1194.2,2.9,36,560.75,14515,2/21/53 0:00,Granger,IN,465304492,8684,,,,,,,,,,
22591,12/20/16 0:00,12/20/16 0:00,F,,N,T143,2T2BZMCAXHC063047,Lexus,RX 350,2017,55000,2657.65,717.65,1940,2.9,36,650.21,362806,11/18/43 0:00,Niles,MI,491207778,2876,,,,,,,,,,
22592,12/16/16 0:00,12/16/16 0:00,F,,N,T220,JTJBM7FX0H5157128,Lexus,GX 460,2017,57495,2039,0,2039,,,,25735,,Granger,IN,465306120,2995,,,,,,,,,,
22593,12/16/16 0:00,12/16/16 0:00,F,,N,T154,58ABK1GG9HU042736,Lexus,ES 350,2017,45973,1830,955,1830,,,,102148,1/21/38 0:00,Goshen,IN,465285052,2995,,,JTHBJ46G172095571,2007,Lexus,ES 350,,,,
22596,12/16/16 0:00,12/16/16 0:00,F,,N,T150,2T2BZMCAXHC064389,Lexus,RX 350,2017,54000,1881,250,1631,0.9,60,978.8,25763,,White Pigeon,MI,490998739,2876,,,,,,,,,,
226,5/26/06 0:00,5/26/06 0:00,F,,N,CCG170,JTHBJ46G872013951,Lexus,ES 350,2007,38000,4448.07,544.07,4423,0.0028,36,603.44,102114,12/18/39 0:00,Auburn,IN,467069456,2876,,,,,,,,,,
22601,12/16/16 0:00,12/16/16 0:00,F,,U,S510A,2C4GP54L23R238809,Chrysler,Town & Country,2003,2495,1562,0,1562,,,,25765,,Bremen,IN,465068936,6908,2995,,,,,,,,,
22606,12/17/16 0:00,12/17/16 0:00,F,,N,T176,2T2BZMCA8HC055979,Lexus,RX 350,2017,52800,1380,200,1180,2.9,48,644.08,25767,,Middlebury,IN,465409027,2876,,,,,,,,,,
22615,12/19/16 0:00,12/19/16 0:00,F,,U,S563A,2T2BK1BA0CC140201,Lexus,RX 350,2012,23745,3474.76,0,3474.76,,,,104870,,Elkhart,IN,465149385,8684,,,,,,,,,,
22619,12/28/16 0:00,12/28/16 0:00,F,,N,S215,JTHCM1D20G5005438,Lexus,IS 300,2016,41989.16,-380.34,200,-580.34,2.9,36,457,25777,,Oak Park,IL,603041825,8684,,,,,,,,,,
2262,3/13/07 0:00,3/13/07 0:00,F,,N,CCG512,JTHFN45Y279012088,Lexus,SC 430,2007,66210,6564.4,598.05,6745,,1,33766.73,12007,,Granger,IN,465307004,9884,,G512A,2T2HK31U07C042096,2007,Lexus,RX 350,,,,
22624,12/23/16 0:00,12/23/16 0:00,F,,U,L1732,1J8HG58T19C505835,Jeep,Commander,2009,13533.96,4516.4,674.75,3841.65,5.5,60,257.77,25782,,Cassopolis,MI,490318556,8684,,,,,,,,,,
22632,12/30/16 0:00,12/30/16 0:00,F,,N,T228,JTJBZMCA0H2015539,Lexus,RX 350,2017,50801.65,-40.35,0,-40.35,,,,25784,,Jenison,MI,494289461,6908,,,,,,,,,,
22633,12/27/16 0:00,12/27/16 0:00,F,,U,T154A,JTHBJ46G172095571,Lexus,ES 350,2007,16495,9721.42,955,8766.42,,,,25783,,Pandora,OH,458779779,6908,2995,,,,,,,,,
22637,12/22/16 0:00,12/22/16 0:00,F,,N,T209,2T2BZMCA1HC054737,Lexus,RX 350,2017,52000,1161,0,1161,,,,25787,,South Bend,IN,466149630,2876,,,,,,,,,,
22644,12/31/16 0:00,12/31/16 0:00,F,,N,T246,2T2BZMCA2HC074477,Lexus,RX 350,2017,53000,1044.13,593.13,451,2.9,48,602.98,13752,,Granger,IN,465308435,2995,,,,,,,,,,
22646,12/26/16 0:00,12/26/16 0:00,F,,U,T180A,JTEEW44A182008490,Toyota,Highlander Hybrid,2008,12795,4052.09,0,4052.09,,,,25790,,South Bend,IN,466149134,2995,,,JTEHF21A420089056,2002,Toyota,Highlander,,,,
22653,12/31/16 0:00,12/31/16 0:00,F,,N,T202,2T2BZMCA8HC067114,Lexus,RX 350,2017,55234.1,-611.9,200,-811.9,2.9,36,461.47,21986,,South Bend,IN,466289135,2876,8684,,,,,,,,,
22655,12/29/16 0:00,12/29/16 0:00,F,,N,T239,2T2BZMCA1HC069612,Lexus,RX 350,2017,55803,1042,200,842,0.9,60,519.59,25799,,St Charles,IL,601756328,8684,,,JTJBM7FXXA5006013,2010,Lexus,GX 460,,,,
22659,12/30/16 0:00,12/30/16 0:00,F,,N,T237,2T2BZMCA9HC071804,Lexus,RX 350,2017,53761,2170,200,1970,0.9,60,475,25806,,Granger,IN,465308808,2876,,,5FNYF18598B008568,2008,Honda,Pilot,,,,
22660,12/31/16 0:00,12/31/16 0:00,F,,U,L1734,WAU43AFD7GN009586,Audi,A8,2016,68987,6029,0,6029,,,,25802,,Holland,MI,494239735,8684,,,,,,,,,,
22669,12/31/16 0:00,12/31/16 0:00,F,,U,L1730,5TDYK3DC4DS342489,Toyota,Sienna,2013,22290.65,4044.07,0,4044.07,,,,25812,,Munster,IN,463213934,9679,,,,,,,,,,
22670,12/31/16 0:00,12/31/16 0:00,F,,N,T243,58ABK1GG7HU044498,Lexus,ES 350,2017,41500,-531,200,-731,2.9,36,460.83,21986,,South Bend,IN,466289135,2876,8684,,,,,,,,,
